sample_id,has_offline_division_mask,has_offline_bbox,cloud_frac,shadow_frac,clear_frac,cloud_bucket,division_min,division_max,division_mean,division_pos_frac,division_hard_frac,division_soft_frac,division_shadow_precision_dilated,division_shadow_recall,division_shadow_iou,division_cloud_leakage,division_clear_leakage,division_outside_bbox_frac,bbox_valid,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area_frac,bbox_shadow_recall,bbox_division_recall,bbox_cloud_frac_inside,bbox_clear_frac_inside,boundary_iou,reference_target_mae_full,reference_target_mae_shadow,reference_target_mae_bbox,reference_target_corr_shadow,online_target_mae_full,online_target_mae_shadow,online_target_mae_bbox,online_target_corr_shadow
roi121522_2022-09-22_2022-10-07_roi121522_s2_toa_2022_9_27_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi127368_2022-08-16_2022-08-31_roi127368_s2_toa_2022_8_16_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi127452_2022-04-18_2022-04-25_roi127452_s2_toa_2022_4_23_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi128630_2022-09-22_2022-10-07_roi128630_s2_toa_2022_10_7_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi12925_2022-02-08_2022-02-16_roi12925_s2_toa_2022_2_11_median,1,1,0.989410400390625,0.00799560546875,0.002593994140625,high,0.0,0.36000001430511475,0.0005134582170285285,0.0023040771484375,0.0,0.0023040771484375,0.9602649006622517,0.11068702290076336,0.0940032414910859,0.0014342555750902193,0.0,0.0,1,98.0,84.0,119.0,113.0,0.01007080078125,0.3015267175572519,1.0,0.7606060606060606,0.0,0.0,0.00031193357426673174,0.014164825432173168,0.030974058671431107,0.9999014139175415,0.00031193357426673174,0.014164825432173168,0.030974058671431107,0.9999014139175415
roi131783_2022-06-25_2022-07-10_roi131783_s2_toa_2022_6_25_median,1,1,0.99676513671875,0.0030975341796875,0.0001373291015625,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.99676513671875,0.0001373291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi13276_2022-08-01_2022-08-16_roi13276_s2_toa_2022_8_6_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi13501_2022-11-11_2022-11-26_roi13501_s2_toa_2022_11_21_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi13712_2022-03-11_2022-03-26_roi13712_s2_toa_2022_3_11_median,1,1,1.0,0.0,0.0,high,0.0,0.23000000417232513,0.0002940368722192943,0.00177001953125,0.0,0.00177001953125,0.0,nan,0.0,0.00177001953125,nan,0.0,1,237.0,71.0,255.0,93.0,0.0066680908203125,nan,1.0,1.0,0.0,nan,0.00017892770119942725,nan,0.026833422942347057,nan,0.00017892770119942725,nan,0.026833422942347057,nan
roi137560_2022-11-09_2022-11-24_roi137560_s2_toa_2022_11_14_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi139899_2022-03-19_2022-03-27_roi139899_s2_toa_2022_3_19_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi140210_2022-07-19_2022-08-03_roi140210_s2_toa_2022_7_19_median,1,1,0.9454803466796875,0.0545196533203125,0.0,high,0.0,0.46666666865348816,0.07218657433986664,0.348724365234375,0.0,0.348724365234375,0.26008576179224646,0.9955219703330535,0.1555312636641889,0.31142778755063505,nan,0.0,1,0.0,27.0,255.0,255.0,0.89453125,1.0,1.0,0.9390522652838428,0.0,0.0,0.0003438196436036378,0.0009674214529383926,0.00038435733084074797,0.9998742938041687,0.0003438196436036378,0.0009674214529383926,0.00038435733084074797,0.9998742938041687
roi140513_2022-10-27_2022-11-11_roi140513_s2_toa_2022_11_1_median,1,1,0.9391708374023438,0.0219573974609375,0.03887176513671875,high,0.0,0.9399999976158142,0.009080657735466957,0.0266876220703125,0.00506591796875,0.0266876220703125,0.0903373356203545,0.02171646977067408,0.010768435561681599,0.014922948196167312,0.31373895976447497,0.0,1,0.0,49.0,65.0,255.0,0.208465576171875,0.06619179986101459,1.0,0.8601595666813058,0.13286854047723612,0.013651521467278032,0.0055195121094584465,0.0075275223647827405,0.02647685153019095,0.0,0.0055195121094584465,0.0075275223647827405,0.02647685153019095,0.0
roi14130_2022-01-23_2022-02-07_roi14130_s2_toa_2022_2_2_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi14130_2022-12-04_2022-12-19_roi14130_s2_toa_2022_12_4_median,1,1,0.9558944702148438,0.0,0.04410552978515625,high,0.0,0.47999998927116394,0.01242904644459486,0.0585479736328125,0.0,0.0585479736328125,0.0,nan,0.0,0.02687343863485805,0.7450268119702473,0.0,1,0.0,0.0,102.0,125.0,0.198028564453125,nan,1.0,0.7772769301895516,0.22272306981044845,nan,0.007554496172815561,nan,0.03814851758218837,nan,0.007554496172815561,nan,0.03814851758218837,nan
roi14320_2022-07-23_2022-07-30_roi14320_s2_toa_2022_7_25_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi143340_2022-10-11_2022-10-26_roi143340_s2_toa_2022_10_21_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi144201_2022-03-14_2022-03-29_roi144201_s2_toa_2022_3_14_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi145406_2022-06-27_2022-07-12_roi145406_s2_toa_2022_6_27_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi146851_2022-06-14_2022-06-29_roi146851_s2_toa_2022_6_14_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi14799_2022-11-14_2022-11-21_roi14799_s2_toa_2022_11_14_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi15015_2022-12-04_2022-12-11_roi15015_s2_toa_2022_12_4_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi151498_2022-11-15_2022-11-30_roi151498_s2_toa_2022_11_25_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi152252_2022-02-03_2022-02-18_roi152252_s2_toa_2022_2_3_median,1,1,0.9972991943359375,0.0,0.0027008056640625,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,0.9972991943359375,0.0027008056640625,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi15288_2022-05-15_2022-05-30_roi15288_s2_toa_2022_5_25_median,1,1,1.0,0.0,0.0,high,0.0,0.2800000011920929,0.00012374877405818552,0.000640869140625,0.0,0.000640869140625,0.0,nan,0.0,0.000640869140625,nan,0.0,1,71.0,243.0,84.0,255.0,0.002777099609375,nan,1.0,1.0,0.0,nan,7.5262832979206e-05,nan,0.02710123638530354,nan,7.5262832979206e-05,nan,0.02710123638530354,nan
roi153832_2022-11-26_2022-12-11_roi153832_s2_toa_2022_12_11_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi15463_2022-04-20_2022-04-28_roi15463_s2_toa_2022_4_23_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi157079_2022-02-19_2022-03-06_roi157079_s2_toa_2022_3_1_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi158206_2022-05-24_2022-06-08_roi158206_s2_toa_2022_6_3_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi15889_2022-08-26_2022-09-10_roi15889_s2_toa_2022_8_31_median,1,1,0.9838790893554688,0.0,0.01612091064453125,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,0.9838790893554688,0.01612091064453125,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi15897_2022-02-12_2022-02-27_roi15897_s2_toa_2022_2_27_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi159803_2022-05-24_2022-06-08_roi159803_s2_toa_2022_6_3_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi160345_2022-02-06_2022-02-21_roi160345_s2_toa_2022_2_6_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi16080_2022-09-11_2022-09-18_roi16080_s2_toa_2022_9_18_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi16110_2022-10-25_2022-11-09_roi16110_s2_toa_2022_10_30_median,1,1,0.7603302001953125,0.15192031860351562,0.08774948120117188,high,0.0,0.49803921580314636,0.10704178363084793,0.5663909912109375,0.0,0.5663909912109375,0.5165009833239042,0.9948775894538606,0.2666716024122335,0.4721146320415822,0.6414380732947876,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.7603302001953125,0.08774948120117188,0.0,0.0005511582130566239,0.0009721877390830979,0.0005511582130566239,0.9997872114181519,0.0005511582130566239,0.0009721877390830979,0.0005511582130566239,0.9997872114181519
roi16124_2022-07-02_2022-07-09_roi16124_s2_toa_2022_7_9_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi16129_2022-01-25_2022-02-09_roi16129_s2_toa_2022_1_25_median,1,1,1.0,0.0,0.0,high,0.0,0.800000011920929,0.036794282495975494,0.112457275390625,0.0155181884765625,0.112457275390625,0.0,nan,0.0,0.112457275390625,nan,0.0,1,0.0,0.0,255.0,255.0,1.0,nan,1.0,1.0,0.0,0.0,0.022363020107150078,nan,0.022363020107150078,nan,0.022363020107150078,nan,0.022363020107150078,nan
roi163005_2022-01-26_2022-02-10_roi163005_s2_toa_2022_1_31_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi164364_2022-11-27_2022-12-12_roi164364_s2_toa_2022_12_2_median,1,1,1.0,0.0,0.0,high,0.0,0.3799999952316284,0.00012405395682435483,0.000518798828125,0.0,0.000518798828125,0.0,nan,0.0,0.000518798828125,nan,0.0,1,99.0,171.0,113.0,184.0,0.003204345703125,nan,1.0,1.0,0.0,nan,7.540003571193665e-05,nan,0.023530555906749906,nan,7.540003571193665e-05,nan,0.023530555906749906,nan
roi165318_2022-07-30_2022-08-14_roi165318_s2_toa_2022_8_9_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi16570_2022-03-11_2022-03-26_roi16570_s2_toa_2022_3_21_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi168061_2022-03-03_2022-03-18_roi168061_s2_toa_2022_3_8_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi17063_2022-02-16_2022-03-03_roi17063_s2_toa_2022_2_16_median,1,1,1.0,0.0,0.0,high,0.0,0.20000000298023224,0.00012954711564816535,0.000823974609375,0.0,0.000823974609375,0.0,nan,0.0,0.000823974609375,nan,0.0,1,131.0,28.0,202.0,182.0,0.1702880859375,nan,1.0,1.0,0.0,nan,7.854973955545574e-05,nan,0.0004612756031815724,nan,7.854973955545574e-05,nan,0.0004612756031815724,nan
roi17063_2022-08-25_2022-09-09_roi17063_s2_toa_2022_9_9_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi171220_2022-10-27_2022-11-11_roi171220_s2_toa_2022_11_11_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi17198_2022-04-03_2022-04-18_roi17198_s2_toa_2022_4_3_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi17198_2022-08-01_2022-08-16_roi17198_s2_toa_2022_8_6_median,1,1,0.313446044921875,0.5941543579101562,0.09239959716796875,medium,0.0,0.4627451002597809,0.194631427526474,0.92401123046875,0.0,0.92401123046875,0.8070009577911355,0.9531312197439552,0.5993782299741602,0.9070927855126083,0.7941540748080258,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.313446044921875,0.09239959716796875,0.0,0.0009074334520846605,0.0009365052641856309,0.0009074334520846605,0.9999106526374817,0.0009074334520846605,0.0009365052641856309,0.0009074334520846605,0.9999106526374817
roi172554_2022-10-27_2022-11-11_roi172554_s2_toa_2022_11_1_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi173193_2022-11-06_2022-11-21_roi173193_s2_toa_2022_11_21_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi17425_2022-10-25_2022-11-09_roi17425_s2_toa_2022_10_30_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi17853_2022-08-14_2022-08-21_roi17853_s2_toa_2022_8_21_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi179771_2022-12-08_2022-12-23_roi179771_s2_toa_2022_12_23_median,1,1,1.0,0.0,0.0,high,0.0,0.75,0.02971191704273224,0.1174468994140625,0.0027618408203125,0.1174468994140625,0.0,nan,0.0,0.1174468994140625,nan,0.0,1,0.0,76.0,255.0,255.0,0.703125,nan,1.0,1.0,0.0,0.0,0.018060998991131783,nan,0.02568675412072076,nan,0.018060998991131783,nan,0.02568675412072076,nan
roi180553_2022-09-25_2022-10-10_roi180553_s2_toa_2022_10_10_median,1,1,0.970794677734375,0.0001068115234375,0.0290985107421875,high,0.0,0.7400000095367432,0.02224014326930046,0.0732574462890625,0.008026123046875,0.0732574462890625,0.023953343053530515,1.0,0.0014580295771714226,0.05726006727232718,0.6035658101730467,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.970794677734375,0.0290985107421875,0.028975741239892182,0.01352042704820633,0.27550082547324045,0.01352042704820633,0.9985731840133667,0.01352042704820633,0.27550082547324045,0.01352042704820633,0.9985731840133667
roi181411_2022-11-16_2022-12-01_roi181411_s2_toa_2022_11_16_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi181981_2022-03-29_2022-04-05_roi181981_s2_toa_2022_4_3_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi18510_2022-01-11_2022-01-19_roi18510_s2_toa_2022_1_16_median,1,1,0.995025634765625,0.0029754638671875,0.0019989013671875,high,0.0,0.38999998569488525,0.005138549488037825,0.0246124267578125,0.0,0.0246124267578125,0.33292002479851207,0.8307692307692308,0.09842041312272175,0.022159178040177887,0.04580152671755725,0.0,1,0.0,0.0,214.0,233.0,0.767669677734375,1.0,1.0,0.9935201749155238,0.002603856092228185,0.0,0.0031225690618157387,0.1141971685947516,0.004067594633972496,0.9997218251228333,0.0031225690618157387,0.1141971685947516,0.004067594633972496,0.9997218251228333
roi18632_2022-04-27_2022-05-12_roi18632_s2_toa_2022_4_27_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi186748_2022-06-06_2022-06-21_roi186748_s2_toa_2022_6_6_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi187534_2022-10-24_2022-11-08_roi187534_s2_toa_2022_10_29_median,1,1,0.9875030517578125,0.0,0.0124969482421875,high,0.0,0.7200000286102295,0.0031130979768931866,0.0117034912109375,0.0008392333984375,0.0117034912109375,0.0,nan,0.0,0.010105536412380055,0.13797313797313798,0.0,1,0.0,28.0,118.0,230.0,0.3686065673828125,nan,1.0,0.9773150639566172,0.02268493604338287,0.0,0.0018918785499408841,nan,0.0051325144947189545,nan,0.0018918785499408841,nan,0.0051325144947189545,nan
roi18759_2022-01-01_2022-01-16_roi18759_s2_toa_2022_1_1_median,1,1,1.0,0.0,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,1.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
