split,bucket,sample_id,png_path,cloudy_s2_path,target_path,omnicloudmask_class_path,omnicloudmask_cld_shdw_path,official_cld_shdw_path,omni_cloud_frac,omni_shadow_frac,omni_damage_frac,official_cloud_frac,official_shadow_frac,official_damage_frac,damage_diff_frac
train,heavy,roi15288_2022-05-15_2022-05-30_roi15288_s2_toa_2022_5_25_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi15288_2022-05-15_2022-05-30_roi15288_s2_toa_2022_5_25_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15288/2022_5/s2_toa/roi15288_s2_toa_2022_5_25_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15288/2022_5/s2_toa/roi15288_s2_toa_2022_5_20_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi15288_2022-05-15_2022-05-30_roi15288_s2_toa_2022_5_25_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi15288_2022-05-15_2022-05-30_roi15288_s2_toa_2022_5_25_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15288/2022_5/cld_shdw/roi15288_cld_shdw_2022_5_25_median.tif,0.734832763671875,0.19549560546875,0.930328369140625,1.0,0.0,1.0,0.069671630859375
train,heavy,roi15463_2022-04-20_2022-04-28_roi15463_s2_toa_2022_4_23_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi15463_2022-04-20_2022-04-28_roi15463_s2_toa_2022_4_23_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15463/2022_4/s2_toa/roi15463_s2_toa_2022_4_23_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15463/2022_4/s2_toa/roi15463_s2_toa_2022_4_25_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi15463_2022-04-20_2022-04-28_roi15463_s2_toa_2022_4_23_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi15463_2022-04-20_2022-04-28_roi15463_s2_toa_2022_4_23_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15463/2022_4/cld_shdw/roi15463_cld_shdw_2022_4_23_median.tif,0.9576416015625,0.0423583984375,1.0,1.0,0.0,1.0,0.0
train,heavy,roi15659_2022-02-02_2022-02-10_roi15659_s2_toa_2022_2_5_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi15659_2022-02-02_2022-02-10_roi15659_s2_toa_2022_2_5_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15659/2022_2/s2_toa/roi15659_s2_toa_2022_2_5_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15659/2022_2/s2_toa/roi15659_s2_toa_2022_2_7_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi15659_2022-02-02_2022-02-10_roi15659_s2_toa_2022_2_5_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi15659_2022-02-02_2022-02-10_roi15659_s2_toa_2022_2_5_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi15659/2022_2/cld_shdw/roi15659_cld_shdw_2022_2_5_median.tif,0.9736480712890625,0.0263519287109375,1.0,0.9628143310546875,0.0,0.9628143310546875,0.0371856689453125
train,heavy,roi16121_2022-02-24_2022-03-04_roi16121_s2_toa_2022_2_24_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi16121_2022-02-24_2022-03-04_roi16121_s2_toa_2022_2_24_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi16121/2022_2/s2_toa/roi16121_s2_toa_2022_2_24_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi16121/2022_3/s2_toa/roi16121_s2_toa_2022_3_1_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi16121_2022-02-24_2022-03-04_roi16121_s2_toa_2022_2_24_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi16121_2022-02-24_2022-03-04_roi16121_s2_toa_2022_2_24_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi16121/2022_2/cld_shdw/roi16121_cld_shdw_2022_2_24_median.tif,0.9930267333984375,0.0069732666015625,1.0,1.0,0.0,1.0,0.0
train,heavy,roi161604_2022-05-05_2022-05-20_roi161604_s2_toa_2022_5_15_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi161604_2022-05-05_2022-05-20_roi161604_s2_toa_2022_5_15_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi161604/2022_5/s2_toa/roi161604_s2_toa_2022_5_15_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi161604/2022_5/s2_toa/roi161604_s2_toa_2022_5_10_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi161604_2022-05-05_2022-05-20_roi161604_s2_toa_2022_5_15_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi161604_2022-05-05_2022-05-20_roi161604_s2_toa_2022_5_15_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi161604/2022_5/cld_shdw/roi161604_cld_shdw_2022_5_15_median.tif,0.9897308349609375,0.0102691650390625,1.0,1.0,0.0,1.0,0.0
train,heavy,roi163005_2022-01-26_2022-02-10_roi163005_s2_toa_2022_1_31_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi163005_2022-01-26_2022-02-10_roi163005_s2_toa_2022_1_31_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi163005/2022_1/s2_toa/roi163005_s2_toa_2022_1_31_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi163005/2022_2/s2_toa/roi163005_s2_toa_2022_2_5_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi163005_2022-01-26_2022-02-10_roi163005_s2_toa_2022_1_31_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi163005_2022-01-26_2022-02-10_roi163005_s2_toa_2022_1_31_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi163005/2022_1/cld_shdw/roi163005_cld_shdw_2022_1_31_median.tif,0.99993896484375,6.103515625e-05,1.0,1.0,0.0,1.0,0.0
train,heavy,roi16321_2022-08-14_2022-08-21_roi16321_s2_toa_2022_8_14_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi16321_2022-08-14_2022-08-21_roi16321_s2_toa_2022_8_14_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi16321/2022_8/s2_toa/roi16321_s2_toa_2022_8_14_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi16321/2022_8/s2_toa/roi16321_s2_toa_2022_8_19_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi16321_2022-08-14_2022-08-21_roi16321_s2_toa_2022_8_14_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi16321_2022-08-14_2022-08-21_roi16321_s2_toa_2022_8_14_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi16321/2022_8/cld_shdw/roi16321_cld_shdw_2022_8_14_median.tif,0.939178466796875,0.0,0.939178466796875,1.0,0.00887298583984375,1.0,0.060821533203125
train,heavy,roi168061_2022-03-03_2022-03-18_roi168061_s2_toa_2022_3_8_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi168061_2022-03-03_2022-03-18_roi168061_s2_toa_2022_3_8_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi168061/2022_3/s2_toa/roi168061_s2_toa_2022_3_8_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi168061/2022_3/s2_toa/roi168061_s2_toa_2022_3_13_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi168061_2022-03-03_2022-03-18_roi168061_s2_toa_2022_3_8_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi168061_2022-03-03_2022-03-18_roi168061_s2_toa_2022_3_8_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi168061/2022_3/cld_shdw/roi168061_cld_shdw_2022_3_8_median.tif,0.8749237060546875,0.1250762939453125,1.0,1.0,0.0,1.0,0.0
train,heavy,roi168510_2022-10-12_2022-10-27_roi168510_s2_toa_2022_10_27_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi168510_2022-10-12_2022-10-27_roi168510_s2_toa_2022_10_27_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi168510/2022_10/s2_toa/roi168510_s2_toa_2022_10_27_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi168510/2022_10/s2_toa/roi168510_s2_toa_2022_10_22_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi168510_2022-10-12_2022-10-27_roi168510_s2_toa_2022_10_27_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi168510_2022-10-12_2022-10-27_roi168510_s2_toa_2022_10_27_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi168510/2022_10/cld_shdw/roi168510_cld_shdw_2022_10_27_median.tif,0.9527435302734375,0.0472564697265625,1.0,0.9994735717773438,0.127410888671875,1.0,0.0
train,heavy,roi17063_2022-02-16_2022-03-03_roi17063_s2_toa_2022_2_16_median,/home/students/sushaoqi/CR/main/outputs/allclear/omnicloudmask_visual_audit_low300_mh1000/train/heavy/roi17063_2022-02-16_2022-03-03_roi17063_s2_toa_2022_2_16_median.png,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi17063/2022_2/s2_toa/roi17063_s2_toa_2022_2_16_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi17063/2022_2/s2_toa/roi17063_s2_toa_2022_2_21_median.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/class_masks/train/roi17063_2022-02-16_2022-03-03_roi17063_s2_toa_2022_2_16_median_omnicloudmask_class.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/omnicloudmask_v4_low300_mh1000/cld_shdw/train/roi17063_2022-02-16_2022-03-03_roi17063_s2_toa_2022_2_16_median_omnicloudmask_cld_shdw.tif,/home/students/sushaoqi/CR/allclear_10pct_tx3_s2_s1_bucketed/data/roi17063/2022_2/cld_shdw/roi17063_cld_shdw_2022_2_16_median.tif,0.388763427734375,0.0,0.388763427734375,1.0,0.0012359619140625,1.0,0.611236572265625
